SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,December-29-2017,Single Family Residential,1418 Pocono St,Swissvale,PA,15218,156100,4,2,Swissvale,,,1952,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1418-Pocono-St-15218/home/74520070,West Penn MLS,1272751,N,Y,40.4185145,-79.8976451
PAST SALE,May-20-2022,Townhouse,539 Summerlea St,Shadyside,PA,15232,325000,3,1,Shadyside,1236,1319,1910,,263,,Sold,,,https://www.redfin.com/PA/Pittsburgh/539-Summerlea-St-15232/home/74745471,West Penn MLS,1520070,N,Y,40.4558118,-79.9318951
PAST SALE,,Single Family Residential,4340 Lydia,Bigelow Heights,PA,15207,,,,,,,,,,,Sold,,,https://www.redfin.com/PA/Hazelwood/4340-Lydia-15207/home/180592034,West Penn MLS,,N,Y,40.4034179,-79.9360593
PAST SALE,December-22-2017,Single Family Residential,4634 Georgekay Rd,Greenfield,PA,15207,140150,4,1.5,Greenfield,,,1970,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4634-Georgekay-Rd-15207/home/74678917,West Penn MLS,1276288,N,Y,40.4148894,-79.9404418
PAST SALE,December-1-2017,Single Family Residential,322 W Elizabeth St,Hazelwood,PA,15207,54235,2,1,Hazelwood,792,,1900,,68,,Sold,,,https://www.redfin.com/PA/Pittsburgh/322-W-Elizabeth-St-15207/home/74682993,West Penn MLS,1297441,N,Y,40.4064733,-79.9476545
PAST SALE,December-1-2017,Single Family Residential,215 Winston St,Hazelwood,PA,15207,79250,3,1.5,Hazelwood,,,1906,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/215-Winston-St-15207/home/74683328,West Penn MLS,1298345,N,Y,40.4050473,-79.9409336
PAST SALE,,Single Family Residential,49 Cust St,Pittsburgh,PA,15207,80000,4,1.5,,2022,2880,1900,,40,,,,,https://www.redfin.com/PA/Pittsburgh/49-Cust-St-15207/home/74683866,,,N,Y,40.4027571,-79.9395557
PAST SALE,May-7-2021,Ranch,416 N Saint Clair St,East Liberty,PA,15217,110000,0,,East Liberty,,,,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/414-N-St-Clair-St-15206/home/148123607,West Penn MLS,1477004,N,Y,40.466361,-79.926435
PAST SALE,May-31-2022,Multi-Family (2-4 Unit),1453 Woodbine St,Stanton Heights,PA,15201,320000,4,2,Stanton Heights,,6751,1939,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1453-Woodbine-St-15201/home/74467908,West Penn MLS,1549458,N,Y,40.4853255,-79.9366931
PAST SALE,June-14-2022,Multi-Family (2-4 Unit),289 40th St,Lawrenceville,PA,15201,525000,3,3,Lawrenceville,,4734,1910,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/289-40th-St-15201/home/74652335,West Penn MLS,1542308,N,Y,40.466864,-79.9596088
PAST SALE,September-10-2021,Ranch,0 Auburn St,East Liberty,PA,15206,40500,0,,East Liberty,,,,,,,Sold,,,https://www.redfin.com/PA/East-Liberty/216-Auburn-St-15206/home/163833126,West Penn MLS,1480644,N,Y,40.461205,-79.9142386
PAST SALE,May-14-2021,Single Family Residential,370 42nd St,Lawrenceville,PA,15201,312000,2,1,Lawrenceville,1152,1742,1900,,271,,Sold,,,https://www.redfin.com/PA/Pittsburgh/370-42nd-St-15201/home/113708506,West Penn MLS,1491767,N,Y,40.4680421,-79.9569083
PAST SALE,,Single Family Residential,4426 Milgate St,Bloomfield,PA,15224,,2,1,,896,1400,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4426-Milgate-St-15224/home/73529588,West Penn MLS,,N,Y,40.4651756,-79.9524626
PAST SALE,May-27-2022,Single Family Residential,5231 Holmes St,Lawrenceville,PA,15201,455000,3,3,Lawrenceville,,2099,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5231-Holmes-St-15201/home/74734745,West Penn MLS,1549647,N,Y,40.4796564,-79.951654
PAST SALE,,Single Family Residential,5206 Butler St,Lawrenceville,PA,15201,,,,,,,,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5206-Butler-St-15201/home/104433505,West Penn MLS,,N,Y,40.4805832,-79.9541454
PAST SALE,November-13-2017,Multi-Family (2-4 Unit),2831 1/2 Mary,South Side,PA,15203,81000,,,South Side,,,1895,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2831-1-2-Mary-St-15203/home/73542317,West Penn MLS,1299788,N,Y,40.4237581,-79.9668727
PAST SALE,,Other,1074 Devon Rd,Pittsburgh,PA,15213,2000000,,,,,510,,,,,,,,https://www.redfin.com/PA/Pittsburgh/1074-Devon-Rd-15213/home/164169326,,,N,Y,40.4456191,-79.9406713
PAST SALE,June-14-2022,Condo/Co-op,2545 Penn Ave #503,Downtown Pgh,PA,15222,640000,2,2.5,Downtown Pgh,1440,,2020,,444,467,Sold,,,https://www.redfin.com/PA/Pittsburgh/2545-Penn-Ave-15222/unit-503/home/144917971,West Penn MLS,1511337,N,Y,40.4548321,-79.9789136
PAST SALE,June-21-2022,Townhouse,5535 Centre Ave #7,Shadyside,PA,15232,260000,2,1,Shadyside,,,1930,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5535-Centre-Ave-15232/unit-7/home/179427852,West Penn MLS,1554683,N,Y,40.4569734,-79.9354287
PAST SALE,December-5-2017,Multi-Family (2-4 Unit),4920 Hatfield St,Lawrenceville,PA,15201,275000,,,Lawrenceville,,,1910,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4920-Hatfield-St-15201/unit-1/home/74735274,West Penn MLS,1301831,N,Y,40.4779107,-79.9569964
PAST SALE,,Townhouse,6453 Melissa St,Pittsburgh,PA,15206,671872,3,3.5,,2667,3474,2018,,252,,,,,https://www.redfin.com/PA/Pittsburgh/6453-Melissa-St-15206/home/160607874,,,N,Y,40.455934,-79.917971
PAST SALE,,Townhouse,6467 Danielle St,Pittsburgh,PA,15206,625543,3,3.5,,2444,2174,2018,,256,,,,,https://www.redfin.com/PA/Pittsburgh/6467-Danielle-St-15206/home/171262581,,,N,Y,40.455651,-79.918477
PAST SALE,,Townhouse,6434 Danielle St,Pittsburgh,PA,15206,666780,3,2.5,,2601,2111,2019,,256,,,,,https://www.redfin.com/PA/Pittsburgh/6434-Danielle-St-15206/home/167894623,,,N,Y,40.4556346,-79.9189989
PAST SALE,,Townhouse,6447 Danielle St,Pittsburgh,PA,15206,647432,3,3.5,,2504,5223,2019,,259,,,,,https://www.redfin.com/PA/Pittsburgh/6447-Danielle-St-15206/home/171262586,,,N,Y,40.455798,-79.918686
PAST SALE,,Townhouse,6456 Danielle St,Pittsburgh,PA,15206,639971,3,2.5,,2616,3271,2019,,245,,,,,https://www.redfin.com/PA/Pittsburgh/6456-Danielle-St-15206/home/167894632,,,N,Y,40.4554699,-79.9186799
PAST SALE,August-24-2020,Single Family Residential,1678 Biltmore Ln,Squirrel Hill,PA,15217,921500,3,2.5,Squirrel Hill,3262,,2014,,282,106,Sold,,,https://www.redfin.com/PA/Pittsburgh/1678-Biltmore-Ln-15217/home/113690235,West Penn MLS,1458903,N,Y,40.4177213,-79.9204726
PAST SALE,August-28-2020,Condo/Co-op,350 Oliver Ave #910,Downtown Pgh,PA,15222,789300,2,2,Downtown Pgh,1156,,2020,,683,,Sold,,,https://www.redfin.com/PA/Pittsburgh/350-Oliver-Ave-15222/unit-910/home/172382933,West Penn MLS,1455041,N,Y,40.4409654,-79.9995138
PAST SALE,April-14-2020,Condo/Co-op,350 Oliver Ave #1002,Downtown Pgh,PA,15222,577095,2,2,Downtown Pgh,1058,,2020,,545,,Sold,,,https://www.redfin.com/PA/Pittsburgh/350-Oliver-Ave-15222/unit-1002/home/145008202,West Penn MLS,1424827,N,Y,40.4409654,-79.9995138
PAST SALE,,Townhouse,1916 Waterfront Pl,Pittsburgh,PA,15222,631167,2,4,,2033,813,2020,,310,,,,,https://www.redfin.com/PA/Pittsburgh/1916-Waterfront-Pl-15222/home/174699954,,,N,Y,40.4522616,-79.9857103
PAST SALE,October-15-2019,Single Family Residential,2524 Larkins Way,South Side,PA,15203,407500,3,2,South Side,1985,1306,2019,,205,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2524-Larkins-Way-15203/home/167123670,West Penn MLS,1406587,N,Y,40.426252,-79.9696386
PAST SALE,November-12-2019,Single Family Residential,4025 Woolslayer,Lawrenceville,PA,15224,295470,2,2,Lawrenceville,1056,,1904,,280,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4025-Woolslayer-Way-15224/home/169231069,West Penn MLS,1420183,N,Y,40.4649584,-79.9572368
PAST SALE,December-20-2017,Townhouse,422 44th St,Lawrenceville,PA,15201,112500,2,1.5,Lawrenceville,,,1942,,,,Sold,,,https://www.redfin.com/PA/PITTSBURGH/44TH-ST-15201/home/73578840,West Penn MLS,1270340,N,Y,40.467682,-79.954887
PAST SALE,January-16-2018,Single Family Residential,4721 Lorigan St,Bloomfield,PA,15224,155000,3,1,Bloomfield,1970,,1900,,79,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4721-Lorigan-St-15224/home/74563620,West Penn MLS,1288881,N,Y,40.4588897,-79.9515229
PAST SALE,December-29-2017,Townhouse,208 Chesterfield Rd,Oakland,PA,15213,138915,3,1,Oakland,1076,,1900,,129,,Sold,,,https://www.redfin.com/PA/Pittsburgh/208-Chesterfield-Rd-15213/home/74571168,West Penn MLS,1310392,N,Y,40.4405233,-79.9629304
PAST SALE,June-30-2021,Condo/Co-op,2132 Sarah St #1,South Side,PA,15203,521000,2,2.5,South Side,2027,,2017,,257,527,Sold,,,https://www.redfin.com/PA/Pittsburgh/2132-Sarah-St-15203/unit-1/home/170634194,West Penn MLS,1487780,N,Y,40.4272387,-79.974959
PAST SALE,July-23-2021,Single Family Residential,2343 Sidney St,South Side,PA,15203,355000,2,2,South Side,2110,1742,1900,,168,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2343-Sidney-St-15203/home/74478533,West Penn MLS,1505261,N,Y,40.4292319,-79.9714352
PAST SALE,March-24-2020,Condo/Co-op,5557 Butler St Unit 5-20 C+,Lawrenceville,PA,15201,591645,4,3,Lawrenceville,2414,,2019,,245,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5557-Butler-St-15201/unit-5-20-C/home/171270882,West Penn MLS,1382960,N,Y,40.4842994,-79.9488638
PAST SALE,June-17-2021,Condo/Co-op,5571 Berlin Way Unit 14-55 D,Lawrenceville,PA,15201,683098,4,3,Lawrenceville,2340,,2020,,292,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5571-Berlin-Way-15201/unit-14-55-D/home/172006504,West Penn MLS,1454069,N,Y,40.4846881,-79.9483701
PAST SALE,,Other,1458 N Euclid Ave,Pittsburgh,PA,15206,270000,,,,,712,,,,,,,,https://www.redfin.com/PA/Pittsburgh/1458-N-Euclid-Ave-15206/home/163859070,,,N,Y,40.478761,-79.917683
PAST SALE,November-16-2018,Single Family Residential,933 Mellon St,Highland Park,PA,15206,615000,4,3.5,Highland Park,2984,,1920,,206,,Sold,,,https://www.redfin.com/PA/Pittsburgh/933-Mellon-St-15206/home/113706313,West Penn MLS,1361933,N,Y,40.4733231,-79.923752
PAST SALE,,Condo/Co-op,134 56th St,Pittsburgh,PA,15201,549900,3,3,,1737,,2021,,317,,,,,https://www.redfin.com/PA/Pittsburgh/134-56th-St-15201/home/171263290,,,N,Y,40.4848117,-79.948757
PAST SALE,,Other,6517 Dean St,Pittsburgh,PA,15206,250000,,,,,5730,,,,,,,,https://www.redfin.com/PA/Pittsburgh/6517-Dean-St-15206/home/163860759,,,N,Y,40.4677352,-79.9028387
PAST SALE,,Other,6343 Stoebner Way,Pittsburgh,PA,15206,15000,,,,,1900,,,,,,,,https://www.redfin.com/PA/Pittsburgh/6343-Stoebner-Way-15206/home/164194262,,,N,Y,40.4645736,-79.9127066
PAST SALE,,Multi-Family (5+ Unit),200 Gross St,Pittsburgh,PA,15224,868375,,,,,3228,,,,,,,,https://www.redfin.com/PA/Pittsburgh/200-Gross-St-15224/home/74658512,,,N,Y,40.4647068,-79.9445181
PAST SALE,July-20-2021,Condo/Co-op,1240 Crescent Pl Unit 1H,Squirrel Hill,PA,15217,435000,2,2,Squirrel Hill,,,2006,,,646,Sold,,,https://www.redfin.com/PA/Pittsburgh/1240-Crescent-Pl-15217/unit-1H/home/163723301,West Penn MLS,1481600,N,Y,40.423585,-79.91337
PAST SALE,May-19-2021,Multi-Family (2-4 Unit),319 N Beatty,East Liberty,PA,15206,840000,3,1,East Liberty,,,1930,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/319-N-Beatty-St-15206/home/174331723,West Penn MLS,1484236,N,Y,40.4648442,-79.9254134
PAST SALE,February-1-2021,Single Family Residential,705 N Negley,East Liberty,PA,15206,505900,3,2.5,East Liberty,,,2019,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/705-N-Negley-Ave-15206/home/167894422,West Penn MLS,1466510,N,Y,40.4699964,-79.9272406
PAST SALE,January-29-2021,Single Family Residential,729 N Euclid,East Liberty,PA,15206,720000,3,3.5,East Liberty,,,2020,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/729-N-Euclid-Ave-15206/home/131788126,West Penn MLS,1479454,N,Y,40.4698499,-79.9236645
PAST SALE,August-27-2018,Condo/Co-op,325 S Highland #105,Shadyside,PA,15206,150000,1,,Shadyside,,,1901,,,217,Sold,,,https://www.redfin.com/PA/Pittsburgh/325-S-Highland-Ave-15206/unit-105/home/177846740,West Penn MLS,1325290,N,Y,40.4565656,-79.924748
PAST SALE,May-14-2021,Single Family Residential,3932 Woolslayer Way,Lawrenceville,PA,15224,575000,3,3.5,Lawrenceville,2190,,2020,,263,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3932-Woolslayer-Way-15224/home/169299529,West Penn MLS,1491415,N,Y,40.4646312,-79.958638
PAST SALE,,Townhouse,902 McCandless Ave,Pittsburgh,PA,15201,335000,2,1,,930,1002,1900,,360,,,,,https://www.redfin.com/PA/Pittsburgh/902-McCandless-Ave-15201/home/178311463,,,N,Y,40.4786459,-79.9495559
PAST SALE,September-18-2019,Condo/Co-op,1640 Overton Ln Unit B,Squirrel Hill,PA,15217,599000,3,2,Squirrel Hill,2137,,2015,,280,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1640-Overton-Ln-15217/unit-B/home/110153965,West Penn MLS,1394738,N,Y,40.4177499,-79.9192265
PAST SALE,November-27-2019,Multi-Family (2-4 Unit),1712-14 Cecil St,Sharpsburg,PA,15215,142500,6,2,Sharpsburg,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1712-Cecil-St-15215/home/169643369,West Penn MLS,1425328,N,Y,40.4959214,-79.922758
PAST SALE,,Townhouse,369 Semple St,Pittsburgh,PA,15213,475000,4,1,,1852,1070,1900,,256,,,,,https://www.redfin.com/PA/Pittsburgh/369-Semple-St-15213/home/74571811,,,N,Y,40.4375006,-79.9551726
PAST SALE,December-29-2017,Single Family Residential,1107 Crescent Pl,Squirrel Hill,PA,15217,540000,3,2.5,Squirrel Hill,,,2002,,,73,Sold,,,https://www.redfin.com/PA/Pittsburgh/1107-Crescent-Pl-15217/home/74776053,West Penn MLS,1310375,N,Y,40.4229377,-79.9129953
PAST SALE,February-26-2021,Single Family Residential,5438 Rosetta St,Garfield,PA,15206,27900,0,,Garfield,,3049,,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5438-Rosetta-St-15206/home/163694939,West Penn MLS,1462685,N,Y,40.4665813,-79.9335455
PAST SALE,June-8-2018,Condo/Co-op,622 Gross St #106,Bloomfield,PA,15224,459000,2,2.5,Bloomfield,,,2016,,,362,Sold,,,https://www.redfin.com/PA/Pittsburgh/622-Gross-St-15224/unit-106/home/144280654,West Penn MLS,1279701,N,Y,40.4581181,-79.9464196
PAST SALE,July-8-2021,Condo/Co-op,622 Gross St #306,Bloomfield,PA,15224,460000,2,2.5,Bloomfield,1470,435,1900,,313,396,Sold,,,https://www.redfin.com/PA/Pittsburgh/622-Gross-St-15224/unit-306/home/160607855,West Penn MLS,1484844,N,Y,40.4581181,-79.9464196
PAST SALE,August-13-2021,Condo/Co-op,5224 5th Ave Unit 7/G,Shadyside,PA,15232,395000,2,3,Shadyside,2287,,1980,,173,527,Sold,,,https://www.redfin.com/PA/Pittsburgh/5224-Fifth-Ave-15232/unit-7-G/home/175221670,West Penn MLS,1503062,N,Y,40.4477552,-79.9360636
PAST SALE,October-19-2018,Condo/Co-op,5023 Frew St Unit 6BC,Squirrel Hill,PA,15213,1500000,4,4.5,Squirrel Hill,5800,,1929,,259,8037,Sold,,,https://www.redfin.com/PA/Pittsburgh/5023-Frew-St-15213/unit-6BC/home/143143788,West Penn MLS,1295080,N,Y,40.4406584,-79.9409255
PAST SALE,August-23-2018,Condo/Co-op,4601 Fifth Ave #826,Oakland,PA,15213,145000,2,2,Oakland,1100,,1958,,132,1036,Sold,,,https://www.redfin.com/PA/Pittsburgh/4601-Fifth-Ave-15213/unit-826/home/146090750,West Penn MLS,1344933,N,Y,40.447339,-79.948719
PAST SALE,March-21-2019,Condo/Co-op,4601 Fifth Ave #523,Oakland,PA,15213,150000,2,2,Oakland,1023,,1958,,147,955,Sold,,,https://www.redfin.com/PA/Pittsburgh/4601-Fifth-Ave-15213/unit-523/home/147540016,West Penn MLS,1379417,N,Y,40.447339,-79.948719
PAST SALE,August-31-2022,Single Family Residential,138 W Swissvale,Edgewood,PA,15218,295000,3,2,Edgewood,1103,10362,1953,,267,,Sold,,,https://www.redfin.com/PA/Pittsburgh/138-W-Swissvale-Ave-15218/home/74518398,West Penn MLS,1563569,N,Y,40.431897,-79.8867103
PAST SALE,June-27-2022,Multi-Family (2-4 Unit),4918 Liberty Ave,Bloomfield,PA,15224,447000,3,2,Bloomfield,,1999,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4918-Liberty-Ave-15224/home/175731461,West Penn MLS,1511774,N,Y,40.4594551,-79.9453815
PAST SALE,,Single Family Residential,4141 Beehner Rd,Greenfield,PA,15217,,3,1,,1125,4000,1950,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4141-Beehner-Rd-15217/home/73507086,West Penn MLS,,N,Y,40.4226317,-79.9351193
PAST SALE,May-27-2022,Condo/Co-op,5 Bayard Rd #308,Shadyside,PA,15213,189900,1,1,Shadyside,892,,1969,,213,494,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-308/home/73530171,West Penn MLS,1546166,N,Y,40.4526045,-79.9428352
PAST SALE,July-22-2022,Single Family Residential,1324 Malvern Ave,Murdoch Farms,PA,15217,900000,4,3.5,Murdoch Farms,2750,8712,1920,,327,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1324-Malvern-Ave-15217/home/73589797,West Penn MLS,1554279,N,Y,40.4415435,-79.9350756
PAST SALE,July-25-2022,Condo/Co-op,128 N Craig St #715,Oakland,PA,15213,178000,1,1,Oakland,857,,1957,,208,489,Sold,,,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-715/home/74664834,West Penn MLS,1559413,N,Y,40.4480778,-79.9483198
PAST SALE,,Single Family Residential,311 Saline St,Pittsburgh,PA,15207,135000,3,1,,1848,1550,1910,,73,,,,,https://www.redfin.com/PA/Pittsburgh/311-Saline-St-15207/home/74674061,,,N,Y,40.4272992,-79.9483648
PAST SALE,September-13-2022,Single Family Residential,4224 Millington Rd,Greenfield,PA,15217,261000,3,2,Greenfield,1602,19602,1953,,163,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4224-Millington-Rd-15217/home/74678123,West Penn MLS,1568206,N,Y,40.4214038,-79.93595
PAST SALE,July-15-2022,Single Family Residential,4316 Gladstone St,Greenfield,PA,15207,265000,3,1,Greenfield,1040,15302,1954,,255,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4316-Gladstone-St-15207/home/74678150,West Penn MLS,1558646,N,Y,40.4207715,-79.9445946
PAST SALE,July-1-2022,Townhouse,5484 Hays St,East Liberty,PA,15206,230000,2,1,East Liberty,1403,1990,1935,,164,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5484-Hays-St-15206/home/74743383,West Penn MLS,1556623,N,Y,40.4706573,-79.9300964
PAST SALE,September-30-2022,Single Family Residential,2000 Tustin St,Downtown Pgh,PA,15219,170000,2,1,Downtown Pgh,1048,1417,1900,,162,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2000-Tustin-St-15219/home/74466345,West Penn MLS,1571601,N,Y,40.436769,-79.977701
PAST SALE,,Multi-Family (2-4 Unit),9-13 Telescope St,South Side,PA,15203,,6,3,,3408,4994,1890,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/9-Telescope-St-15203/home/74490933,West Penn MLS,,N,Y,40.4226867,-79.9672241
PAST SALE,May-20-2022,Single Family Residential,2511 Mission,South Side,PA,15203,327000,3,2,South Side,1748,1498,1910,,187,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2511-Mission-St-15203/home/74491027,West Penn MLS,1544075,N,Y,40.4229946,-79.9716052
PAST SALE,,Single Family Residential,4233 Haldane St,Pittsburgh,PA,15207,200000,3,1.5,,1023,5000,1953,,196,,,,,https://www.redfin.com/PA/Pittsburgh/4233-Haldane-St-15207/home/74677908,,,N,Y,40.4223252,-79.9424199
PAST SALE,,Condo/Co-op,429 1st Ave #1,Downtown Pgh,PA,15219,,1,1,,1242,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/429-First-Ave-15219/unit-1/home/74578109,West Penn MLS,,N,Y,40.4369471,-79.9993235
PAST SALE,,Single Family Residential,7136 Upland St,Pittsburgh,PA,15208,60000,5,1,,1386,2325,1920,,43,,,,,https://www.redfin.com/PA/Pittsburgh/7136-Upland-St-15208/home/73521281,,,N,Y,40.4622269,-79.8960706
PAST SALE,,Single Family Residential,305 South Ave,Regent Square,PA,15221,,4,1.5,,2736,3782,1910,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/305-South-Ave-15221/home/74516108,West Penn MLS,,N,Y,40.4442741,-79.8916968
PAST SALE,August-15-2022,Single Family Residential,5922 Douglas St,Squirrel Hill,PA,15217,250000,3,1,Squirrel Hill,1482,1698,1900,,169,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5922-Douglas-St-15217/home/74754173,West Penn MLS,1563919,N,Y,40.433231,-79.918991
PAST SALE,October-14-2022,Condo/Co-op,320 Fort Duquesne Blvd Unit 5-B,Downtown Pgh,PA,15222,94000,1,1,Downtown Pgh,721,,1964,,130,492,Sold,,,https://www.redfin.com/PA/Pittsburgh/320-Fort-Duquesne-Blvd-15222/unit-5-B/home/74533064,West Penn MLS,1571764,N,Y,40.4426006,-80.0069837
PAST SALE,July-12-2022,Condo/Co-op,320 Fort Duquesne Blvd Unit 9N,Downtown Pgh,PA,15222,217000,1,1,Downtown Pgh,1033,,1964,,210,712,Sold,,,https://www.redfin.com/PA/Pittsburgh/320-Fort-Duquesne-Blvd-15222/unit-9N/home/74533451,West Penn MLS,1541892,N,Y,40.4426006,-80.0069837
PAST SALE,October-7-2022,Single Family Residential,737 Hill St,Wilkinsburg,PA,15221,70000,6,3.5,Wilkinsburg,2808,4791,1900,,25,,Sold,,,https://www.redfin.com/PA/Pittsburgh/737-Hill-Ave-15221/home/74544525,West Penn MLS,1565315,N,Y,40.4457596,-79.8817236
PAST SALE,October-13-2022,Single Family Residential,1429 Elm St,Wilkinsburg,PA,15221,38000,4,1.5,Wilkinsburg,1568,3998,1915,,24,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1429-Elm-St-15221/home/74544700,West Penn MLS,1565825,N,Y,40.4475995,-79.8815924
PAST SALE,May-27-2022,Townhouse,3619 Blvd Of The Allies,Oakland,PA,15213,251000,2,1.5,Oakland,1108,2191,1925,,227,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3619-Boulevard-of-the-Allies-15213/home/74572530,West Penn MLS,1549406,N,Y,40.434742,-79.9538199
PAST SALE,September-13-2022,Single Family Residential,4658 Rosina Way,Bloomfield,PA,15224,249000,2,2.5,Bloomfield,1609,,1900,,155,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4658-Rosina-Way-15224/home/73505656,West Penn MLS,1557886,N,Y,40.4645629,-79.9514245
PAST SALE,September-7-2022,Single Family Residential,3942 Howley St,Lawrenceville,PA,15224,210000,2,1,Lawrenceville,1088,1999,1900,,193,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3942-Howley-St-15224/home/74653083,West Penn MLS,1550350,N,Y,40.463233,-79.957948
PAST SALE,September-8-2022,Single Family Residential,4808 Cypress St,Bloomfield,PA,15224,296250,2,2,Bloomfield,1290,1028,1910,,230,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4808-Cypress-St-15224/home/74661585,West Penn MLS,1569726,N,Y,40.4588555,-79.9475926
PAST SALE,August-16-2022,Single Family Residential,424 Orwell Way,Bloomfield,PA,15224,237500,3,1,Bloomfield,,1132,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/424-Orwell-Way-15224/home/145085606,West Penn MLS,1550162,N,Y,40.4609662,-79.9527471
